asset,Hat,Body,Ears,Eyes,Head,name,Class,Family,Weapon,Accessory,Background,FacialHair
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654d616e6e696e67477265656e,None,Brown Suit,Silver Earring,Normal,Ape,Manning Green,Craftsmen,Green,None,None,Oker,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706553657761726442616c6477696e,Fruit Basket,Lumberjack Shirt,Plain,Spectacles,Orange,Seward Baldwin,Military Officers,Baldwin,None,Cigar,Red,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654c696576696e416d61746f,None,Brown Suit,Feather Pen,Shutter Shades,Ape,Lievin Amato,Merchants,Amato,None,None,Blue,Goatee
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706541646f6e697357616c6b6572,Feather Hat,Suit,Plain,Normal,Ape,Adonis Walker,Craftsmen,Walker,None,None,Cold,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706543726973746f76616c5461796c6f72,Privateer Hat,Lumberjack Shirt,Plain,Normal,Orange,Cristoval Taylor,Craftsmen,Taylor,None,None,Neutral,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654c6f6d617242616c6477696e,None,Suit,Cardano Earring,Sunglasses,Cardano,Lomar Baldwin,Military Officers,Baldwin,None,None,Red,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065506172727956656e7475636369,None,Lumberjack Shirt,Earphones,Normal,Ape,Parry Ventucci,Merchants,Ventucci,Sword,Wheat,Warm,Mustache
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706552756666696e57696c736f6e,None,Chainmail,Plain,Normal,Ape,Ruffin Wilson,Craftsmen,Wilson,None,Harmonica,Neutral,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654875676864656c614372757a,Privateer Hat,Chainmail,Silver Earring,Normal,Ape,Hugh de la Cruz,Explorers,de la Cruz,Rifle,None,Blue,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706542657274696e577269676874,Gold Helmet,Suit,Feather Pen,Sunglasses,Ape,Bertin Wright,Military Officers,Wright,None,Cigar,Red,Big Beard
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065456c746f6e4d6f6e6574,Gold Helmet,Brown Suit,Plain,Aviators,Ape,Elton Monet,Royal Advisors,Monet,Rifle,Cigar,Green,Mustache
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170655061756c696e43617374696c6c6f,Privateer Hat,Black Wool Coat,Plain,Safety Goggles,Ape,Paulin Castillo,Explorers,Castillo,None,None,Cold,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065546875726c6f77577269676874,Fruit Basket,Rainbow Suit,Plain,Spectacles,Ape,Thurlow Wright,Military Officers,Wright,Spear,Wheat,Cold,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065456c646f6e416d61746f,None,Zombie,Plain,Normal,Zombie,Eldon Amato,Merchants,Amato,None,None,Aqua,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170655061736375616c4d6164646f636b,Voltaire Wig,Prisoner Uniform,Plain,VR Headset,Ape,Pascual Maddock,Military Officers,Maddock,Spear,None,Oker,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065416e746f6e696f64656c614372757a,None,Knight Armor,Silver Earring,Normal,Ape,Antonio de la Cruz,Explorers,de la Cruz,None,Cigar,Warm,Big Beard
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065536869706c65794576616e73,None,Brown Suit,Silver Earring,Normal,Ape,Shipley Evans,Craftsmen,Evans,None,None,Neutral,Goatee
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706541696c656e416d61746f,Knight Helmet,Cardigan,Plain,Sunglasses,Ape,Ailen Amato,Merchants,Amato,None,None,Aqua,Big Beard
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065547572656e6e65526f62696e736f6e,None,Brown Suit,Plain,Normal,Ape,Turenne Robinson,Craftsmen,Robinson,None,None,Cold,Goatee
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654a61726d616e4b696e67,None,Orange,Plain,Spectacles,Orange,Jarman King,Artists,King,None,None,Oker,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654672616e63697371756557616c6b6572,Fruit Basket,Lumberjack Shirt,Plain,Normal,Ape,Francisque Walker,Craftsmen,Walker,None,None,Oker,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065416c6578616e64726548696c6c,Gold Helmet,Doublet,Plain,Wraparound Glasses,Ape,Alexandre Hill,Artists,Hill,None,None,Neutral,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065506564726f64654d6564696369,Knight Helmet,Lumberjack Shirt,Feather Pen,Wraparound Glasses,Ape,Pedro de' Medici,Nobles,de' Medici,Rifle,Cigar,Warm,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065527574686572666f7264436174616c6469,Pirate Hat,Doublet,Plain,Normal,Ape,Rutherford Cataldi,Merchants,Cataldi,Arrows,None,Red,Big Beard
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706544756e7374616e466f7264,None,Robot,Plain,Normal,Robot,Dunstan Ford,Artists,Ford,None,None,Aqua,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065416e746f6e696f45647761726473,None,Cardigan,Feather Pen,Normal,Ape,Antonio Edwards,Craftsmen,Edwards,None,None,Warm,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706544656e766572436869657361,Knight Helmet,Prisoner Uniform,Silver Earring,Normal,Ape,Denver Chiesa,Merchants,Chiesa,None,Wheat,Blue,Mustache
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706547696c646542616c626f61,Gold Helmet,Rainbow Suit,Feather Pen,Normal,Ape,Gil de Balboa,Explorers,de Balboa,Sword,None,Oker,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654a6f726765526f62696e736f6e,None,Chainmail,Plain,Normal,Orange,Jorge Robinson,Craftsmen,Robinson,None,None,Green,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065576f6f64726f7742657374,None,Cardigan,Plain,Safety Goggles,Orange,Woodrow Best,Artists,Best,None,None,Red,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170655374756473526f62696e736f6e,Gold Helmet,Prisoner Uniform,Plain,Normal,Ape,Studs Robinson,Craftsmen,Robinson,None,None,Aqua,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706548756e7465725768697465,Sombrero,Ape,Plain,Normal,Ape,Hunter White,Craftsmen,White,None,None,Red,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065427261646c65794d6164646f636b,None,Robot,Silver Earring,VR Headset,Robot,Bradley Maddock,Military Officers,Maddock,None,None,Warm,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170655061636b61726456656e7475636369,None,Chainmail,Plain,Normal,Ape,Packard Ventucci,Merchants,Ventucci,Spear,Dagger,Warm,Goatee
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706554616e6e65724d6f6e6574,Wool Cap,Chainmail,Plain,Sunglasses,Ape,Tanner Monet,Royal Advisors,Monet,Sword,Wheat,Oker,Big Beard
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654765726f6e696d6f436f78,Voltaire Wig,Brown Suit,Plain,Normal,Ape,Geronimo Cox,Artists,Cox,None,None,Aqua,Goatee
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065566963656e746556656e7475636369,None,Lumberjack Shirt,Plain,Spectacles,Ape,Vicente Ventucci,Merchants,Ventucci,None,Gold Teeth,Oker,Mustache
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170655061636b61726442726f776e,Gold Helmet,Doublet,Plain,Normal,Ape,Packard Brown,Craftsmen,Brown,None,None,Green,Mustache
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065456c746f6e57696c736f6e,None,Prisoner Uniform,Silver Earring,Normal,Ape,Elton Wilson,Craftsmen,Wilson,None,Dagger,Oker,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654265616d616e646542616c626f61,Sombrero,Lumberjack Shirt,Cardano Earring,Normal,Ape,Beaman de Balboa,Explorers,de Balboa,None,None,Warm,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065527579436869657361,Sombrero,Prisoner Uniform,Plain,Sunglasses,Ape,Ruy Chiesa,Merchants,Chiesa,None,Paint Brush,Oker,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065526f636845647761726473,None,Ape,Plain,Normal,Ape,Roch Edwards,Craftsmen,Edwards,None,Dagger,Aqua,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654265726e617264696e6f57696c736f6e,Sombrero,Knight Armor,Plain,Normal,Ape,Bernardino Wilson,Craftsmen,Wilson,None,None,Green,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170655061636b617264436174616c6469,None,Knight Armor,Feather Pen,Sunglasses,Ape,Packard Cataldi,Merchants,Cataldi,None,Gold Teeth,Warm,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065416c76696e436f72746573,None,Prisoner Uniform,Silver Earring,Wraparound Glasses,Ape,Alvin Cortes,Explorers,Cortes,Spear,None,Cold,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706557696e736c6f774d6164646f636b,Gold Helmet,Ape,Feather Pen,Normal,Ape,Winslow Maddock,Military Officers,Maddock,Sword,None,Blue,Long White Beard
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654a6f73657068696e5461796c6f72,None,Knight Armor,Plain,Normal,Robot,Josephin Taylor,Craftsmen,Taylor,None,None,Warm,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654d61727469616c42616c6477696e,Feather Hat,Prisoner Uniform,Silver Earring,Normal,Ape,Martial Baldwin,Military Officers,Baldwin,None,Harmonica,Warm,Mustache
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065416c6c797243617374696c6c6f,None,Gold Linen,Silver Earring,Normal,Ape,Allyr Castillo,Explorers,Castillo,Spear,None,Cold,Mustache
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065546f6d6173476172633f61,None,Ape,Silver Earring,Aviators,Ape,Tomas García,Explorers,García,None,Cigar,Blue,Mustache
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706553746f6b6c6579436f78,Privateer Hat,Black Wool Coat,Silver Earring,Normal,Ape,Stokley Cox,Artists,Cox,Sword,None,Warm,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654a617276697354686f6d6173,Top Hat,Cardigan,Plain,Normal,Ape,Jarvis Thomas,Craftsmen,Thomas,None,Wheat,Aqua,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654761627269656c526f6265727473,None,Doublet,Plain,Normal,Ape,Gabriel Roberts,Craftsmen,Roberts,None,Dagger,Green,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654b69707064656c614372757a,None,Cardigan,Cardano Earring,Normal,Ape,Kipp de la Cruz,Explorers,de la Cruz,Spear,None,Aqua,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706546756c746f6e476172633f61,Pirate Hat,Black Wool Coat,Silver Earring,Normal,Ape,Fulton García,Explorers,García,None,Bubblegum,Red,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654c6177736f6e4b696e67,None,Cardigan,Feather Pen,Normal,Ape,Lawson King,Artists,King,None,Gold Teeth,Green,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706543796e726963436f72746573,None,Suit,Feather Pen,Normal,Ape,Cynric Cortes,Explorers,Cortes,None,Gold Teeth,Aqua,Mustache
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065566f6c74616972654d617273,None,Doublet,Silver Earring,Normal,Ape,Voltaire Mars,Artists,Mars,None,Gold Teeth,Aqua,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065416d7364656e42657374,None,Ape,Silver Earring,Safety Goggles,Ape,Amsden Best,Artists,Best,None,Wheat,Warm,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065416c64726963684b696e67,Top Hat,Chainmail,Plain,Normal,Ape,Aldrich King,Artists,King,None,Wheat,Blue,Mustache
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170655374726f7564436f72746573,Gold Helmet,Brown Suit,Feather Pen,Wraparound Glasses,Ape,Stroud Cortes,Explorers,Cortes,None,None,Red,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706542726f636b48696c6c,None,Gold Linen,Earphones,Normal,Ape,Brock Hill,Artists,Hill,None,None,Aqua,Big Beard
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065437265696768746f6e4c617669676e65,None,Cardano,Plain,Normal,Cardano,Creighton Lavigne,Royal Advisors,Lavigne,Rifle,Gold Teeth,Red,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170655061626c6f4c617669676e65,Privateer Hat,Black Wool Coat,Plain,Shutter Shades,Ape,Pablo Lavigne,Royal Advisors,Lavigne,None,Harmonica,Warm,Mustache
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654b697070416d61746f,None,Cardano,Plain,Sunglasses,Cardano,Kipp Amato,Merchants,Amato,None,None,Red,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706544656e746f6e52696368,Pirate Hat,Ape,Plain,Normal,Ape,Denton Rich,Artists,Rich,None,Wheat,Oker,Mustache
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654a757374696e69656e4c617669676e65,Pirate Hat,Gold Linen,Plain,Shutter Shades,Cardano,Justinien Lavigne,Royal Advisors,Lavigne,None,Wheat,Green,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706541643f6c696e477265656e,None,Ape,Plain,Normal,Ape,Adélin Green,Craftsmen,Green,None,None,Cold,Mustache
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065456c646f6e4d6164646f636b,Top Hat,Cardigan,Silver Earring,VR Headset,Ape,Eldon Maddock,Military Officers,Maddock,None,Bubblegum,Red,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706552616c6569676848696c6c,Top Hat,Black Wool Coat,Plain,Normal,Orange,Raleigh Hill,Artists,Hill,None,Wheat,Blue,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170655472697070446176696573,Fruit Basket,Ape,Plain,Normal,Ape,Tripp Davies,Craftsmen,Davies,None,None,Green,Big Beard
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654a61727669734b696e67,Knight Helmet,Doublet,Plain,Normal,Ape,Jarvis King,Artists,King,None,Wheat,Blue,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706552616d6f6e42616c6477696e,Gold Helmet,Brown Suit,Plain,Aviators,Ape,Ramon Baldwin,Military Officers,Baldwin,Rifle,None,Oker,Big Beard
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065436861726c657354686f6d6173,Privateer Hat,Ape,Feather Pen,Normal,Ape,Charles Thomas,Craftsmen,Thomas,None,None,Blue,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706545736d6f6e6442616c6477696e,Feather Hat,Orange,Plain,Normal,Orange,Esmond Baldwin,Military Officers,Baldwin,None,Gold Teeth,Cold,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654861726f6c6456656e7475636369,None,Ape,Plain,Normal,Ape,Harold Ventucci,Merchants,Ventucci,Sword,Diamond Grill,Neutral,Mustache
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706548616d696c746f6e48696c6c,None,Gold Linen,Earphones,Normal,Ape,Hamilton Hill,Artists,Hill,None,None,Oker,Big Beard
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170655468616e6542726f776e,None,Cardigan,Plain,Normal,Ape,Thane Brown,Craftsmen,Brown,None,Wheat,Red,Goatee
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654d616368696e5768697465,Top Hat,Chainmail,Plain,Normal,Ape,Machin White,Craftsmen,White,None,None,Blue,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065426c61646545647761726473,None,Ape,Plain,Normal,Ape,Blade Edwards,Craftsmen,Edwards,Rifle,None,Blue,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065547269707042657374,None,Brown Suit,Plain,Normal,Ape,Tripp Best,Artists,Best,Spear,None,Blue,Long White Beard
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706542656c646f6e45647761726473,None,Suit,Plain,Normal,Ape,Beldon Edwards,Craftsmen,Edwards,Sword,None,Green,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654469786965436174616c6469,None,Prisoner Uniform,Feather Pen,Normal,Ape,Dixie Cataldi,Merchants,Cataldi,Sword,Dagger,Aqua,Big Beard
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654e69636f6c6173526f62696e736f6e,None,Black Wool Coat,Plain,Normal,Ape,Nicolas Robinson,Craftsmen,Robinson,None,None,Cold,Mustache
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065416e746f6e696f4576616e73,Wool Cap,Ape,Plain,Normal,Ape,Antonio Evans,Craftsmen,Evans,Sword,None,Aqua,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654368616e6e696e6764656c614372757a,Wool Cap,Ape,Silver Earring,Wraparound Glasses,Ape,Channing de la Cruz,Explorers,de la Cruz,None,None,Green,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654272617964656c614372757a,Gold Helmet,Orange,Silver Earring,Normal,Orange,Bray de la Cruz,Explorers,de la Cruz,None,None,Green,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706554656c657370686f7265477265656e,Gold Helmet,Ape,Plain,Normal,Ape,Telesphore Green,Craftsmen,Green,None,None,Cold,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065446f6e616c644c617669676e65,None,Chainmail,Plain,Shutter Shades,Orange,Donald Lavigne,Royal Advisors,Lavigne,Sword,Pipe,Red,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065436f6c62795768697465,Hoodie,Brown Suit,Plain,Normal,Ape,Colby White,Craftsmen,White,None,None,Red,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065477574696572726542657374,None,Lumberjack Shirt,Plain,Sunglasses,Ape,Gutierre Best,Artists,Best,None,Gold Teeth,Warm,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654d617572696c6c6557616c6b6572,Top Hat,Ape,Feather Pen,Normal,Ape,Maurille Walker,Craftsmen,Walker,None,None,Oker,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706542757267657373477265656e,None,Black Wool Coat,Plain,Normal,Ape,Burgess Green,Craftsmen,Green,None,None,Warm,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706543796e726963436f78,Wool Cap,Doublet,Plain,Aviators,Ape,Cynric Cox,Artists,Cox,None,None,Green,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654d616e75656c477265656e,None,Brown Suit,Plain,Normal,Ape,Manuel Green,Craftsmen,Green,None,None,Blue,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706553616c7661646f7257616c6b6572,None,Chainmail,Plain,Normal,Ape,Salvador Walker,Craftsmen,Walker,Spear,None,Neutral,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170655765736c657957696c736f6e,Gold Helmet,Lumberjack Shirt,Plain,Normal,Ape,Wesley Wilson,Craftsmen,Wilson,None,Wheat,Neutral,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065426172746f6c6f6d65436869657361,Top Hat,Cardigan,Plain,Normal,Ape,Bartolome Chiesa,Merchants,Chiesa,Arrows,Paint Brush,Warm,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706548616c746f6e577269676874,Wool Cap,Prisoner Uniform,Earphones,Normal,Ape,Halton Wright,Military Officers,Wright,Rifle,Cigar,Aqua,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654b696e7365794d6164646f636b,Top Hat,Ape,Cardano Earring,Normal,Ape,Kinsey Maddock,Military Officers,Maddock,None,Cigar,Aqua,Big Beard
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706552616d73616d7942616c6477696e,Gold Helmet,Chainmail,Silver Earring,Normal,Ape,Ramsamy Baldwin,Military Officers,Baldwin,Spear,Harmonica,Red,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654e756d6148696c6c,None,Prisoner Uniform,Silver Earring,Sunglasses,Ape,Numa Hill,Artists,Hill,Rifle,None,Cold,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065436861726c656d61676e6554686f6d6173,Top Hat,Ape,Plain,Normal,Ape,Charlemagne Thomas,Craftsmen,Thomas,Rifle,None,Green,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654e617368477265656e,None,Lumberjack Shirt,Silver Earring,Normal,Ape,Nash Green,Craftsmen,Green,None,None,Aqua,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706550617272476172633f61,None,Lumberjack Shirt,Feather Pen,Normal,Orange,Parr García,Explorers,García,Arrows,None,Red,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065536c61646548696c6c,Gold Helmet,Ape,Plain,Spectacles,Ape,Slade Hill,Artists,Hill,None,None,Green,Big Beard
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654261726f6e4c617669676e65,Knight Helmet,Brown Suit,Plain,Safety Goggles,Ape,Baron Lavigne,Royal Advisors,Lavigne,Rifle,Wheat,Blue,Big Beard
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065466f726265734d6f6e6574,Knight Helmet,Rainbow Suit,Feather Pen,Spectacles,Ape,Forbes Monet,Royal Advisors,Monet,Rifle,None,Cold,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654a6167676572446176696573,Privateer Hat,Cardigan,Plain,Normal,Ape,Jagger Davies,Craftsmen,Davies,None,None,Red,Mustache
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706554683f6f526f62696e736f6e,Spinner Hat,Ape,Plain,Normal,Ape,Théo Robinson,Craftsmen,Robinson,None,None,Blue,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706553616e666f726464656c614372757a,None,Gold Linen,Plain,Aviators,Orange,Sanford de la Cruz,Explorers,de la Cruz,None,None,Blue,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654772616e67657257696c736f6e,Privateer Hat,Gold Linen,Plain,Normal,Ape,Granger Wilson,Craftsmen,Wilson,None,None,Oker,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706554656c657370686f726557616c6b6572,None,Cardigan,Plain,Normal,Ape,Telesphore Walker,Craftsmen,Walker,None,None,Warm,Goatee
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654761627269656c48696c6c,None,Prisoner Uniform,Silver Earring,Normal,Robot,Gabriel Hill,Artists,Hill,None,Wheat,Warm,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706541726961734d6164646f636b,Pirate Hat,Rainbow Suit,Plain,Wraparound Glasses,Ape,Arias Maddock,Military Officers,Maddock,None,None,Blue,Big Beard
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706541696c656e52696368,None,Lumberjack Shirt,Plain,Normal,Ape,Ailen Rich,Artists,Rich,Sword,Wheat,Oker,Mustache
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706557656c6c734d6164646f636b,None,Robot,Feather Pen,Normal,Robot,Wells Maddock,Military Officers,Maddock,Spear,None,Oker,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065446965676f64654d6564696369,Gold Helmet,Brown Suit,Feather Pen,Shutter Shades,Orange,Diego de' Medici,Nobles,de' Medici,Rifle,Cigar,Green,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706550656e6c65795461796c6f72,Hoodie,Prisoner Uniform,Plain,Normal,Ape,Penley Taylor,Craftsmen,Taylor,Sword,None,Red,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065526967627942726f776e,None,Black Wool Coat,Silver Earring,Normal,Ape,Rigby Brown,Craftsmen,Brown,None,None,Warm,Goatee
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170655472756d616e477265656e,None,Ape,Plain,Normal,Ape,Truman Green,Craftsmen,Green,None,Wheat,Neutral,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706552616d6f6e4d6f6e6574,None,Cardano,Plain,Normal,Cardano,Ramon Monet,Royal Advisors,Monet,None,Diamond Grill,Red,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654e6f72746848696c6c,Privateer Hat,Prisoner Uniform,Silver Earring,Normal,Ape,North Hill,Artists,Hill,None,Dagger,Warm,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065536865726c6f636b52696368,Wool Cap,Suit,Plain,Aviators,Ape,Sherlock Rich,Artists,Rich,None,None,Blue,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654265616d616e4b696e67,None,Ape,Feather Pen,Sunglasses,Ape,Beaman King,Artists,King,None,Cigar,Green,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654b656e6c657942657374,Knight Helmet,Lumberjack Shirt,Plain,Normal,Ape,Kenley Best,Artists,Best,Rifle,None,Oker,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654d617269656e57616c6b6572,Top Hat,Ape,Plain,Normal,Ape,Marien Walker,Craftsmen,Walker,None,None,Green,Mustache
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706542616e63726f6674436869657361,None,Chainmail,Plain,Safety Goggles,Orange,Bancroft Chiesa,Merchants,Chiesa,Spear,None,Warm,Normal
